value
"2019:01:03:18:16:00,640;107605;202;300;1546520760;385138;221;375.8;132.4;136.1;0;178;10.92;2448;2411;2400;60;59.91;211;305;16;4;293;325;325;1084;38.6;38.8;31.4;5278;111;0;302;1280;0;256;32768;2;0"
