value
"2019:01:03:04:01:01,109;107605;202;300;1546469458;384846;22.6;314.9;129.2;129.7;0;0;0.14;0;0;2400;59.98;59.89;178;0;0;7;330;0;250;0;25.4;25;23.5;5275;107;2;0;1;0;0;32768;2;0"
