value
"2019:08:14:20:23:01,230,107601,25.81019582146037,25.03500649885609,22.13149522760141,208,0,250,1553315744,330,300,2400,219,618,8.920222072781907,175.51133615827274,129.03037141731767,131.32035815525742,437421,1.001057660273509,5960,0,0,2,32768,202,0,2,256,4,59.99864313594684,117,0,364.95075744818604,509,107,160,40,60.06083634886709"
