value
"2019:10:26:12:38:00,654,107604,24.368563502332837,23.911106207159172,22.287361633238472,0,0,250,1556088771,330,300,2400,0,0,6.855022783967797,22.773692681586542,129.5612559637986,131.1225771738842,457632,0.12373491378794824,6152,6002,0,0,0,202,0,2,0,0,59.997786799611205,0,1,315.72170692533473,0,111,261,0,59.89138404785324"
