value
"2019:08:16:01:20:00,348,107601,33.162777517044745,32.82664682134927,31.334436890702637,0,0,250,1555661807,330,300,2400,0,0,6.9281368758565804,23.07140574812147,130.6484942875715,132.00070070007206,456100,0.12162575557640593,6134,6001,0,0,0,202,0,2,0,0,60.01180139373435,0,1,316.29006476169087,0,111,160,0,60.055600739387074"
