value
"2019:01:17:13:06:00,281;107605;202;300;1547711802;392625;22.5;311.3;127.7;129;0;0;0.14;0;0;2400;59.95;60.03;310;0;0;7;330;0;250;0;42.9;43.2;38.3;5306;111;0;6000;1;0;0;0;2;0"
