value
"2019:05:12:21:23:00,097,107602,24.468652253897016,24.227327867456186,22.603603476070568,0,0,250,1556088706,330,300,2400,0,0,6.868402353338752,22.552518525443155,128.70285339774418,131.09370610597614,457632,0.13249200359812677,6152,0,0,2,0,202,0,2,0,0,59.99054470639029,0,1,315.7380106369863,0,12,286,0,60.077960437050784"
