value
"2019:05:01:13:09:01,259,107604,17.791920172459857,17.466088857656153,14.449973881311703,137,0,604,1556088774,330,300,2400,220,66,6.782740607211963,117.28206428910926,130.59600739650486,132.04824254026462,457632,0.5725268112093909,6152,6002,0,2,0,202,0,2,256,4,59.97905939960386,77,0,371.6271463971745,535,107,233,106,59.946762009673336"
