value
"2019:01:17:00:54:00,281;107605;202;300;1547667878;392686;22.9;318.5;130.8;131.7;0;0;0.14;0;0;2400;59.98;60.06;310;0;0;7;330;0;250;0;23.5;23.2;21.5;5305;107;2;6000;1;0;0;0;2;0"
