value
"2019:01:17:00:10:01,375;107605;202;300;1547665241;392690;22.6;316.5;129.9;131.2;0;0;0.13;0;0;2400;59.98;59.9;310;0;0;7;330;0;250;0;23.7;23.5;21.7;5304;107;2;6000;1;0;0;0;2;0"
