value
"2019:02:05:15:57:02,375,107604,27.11390883471686,28.01724365778646,28.525948827106912,19,0,250,1556088774,330,300,2400,0,0,6.871866967194364,22.457876516082614,128.6924340017853,130.01875603409061,457632,0.1275656679151143,6152,0,0,0,0,202,0,2,0,0,59.973905657648935,0,1,309.4471936207884,0,111,155,0,59.92542254274653"
