value
"2019:01:02:09:52:00,875,107602,24.739340340172202,25.583790594631864,19.056963911405184,125,0,537,1556088778,330,300,2400,88,275,6.800420340110577,106.267968899291,130.20781136089062,131.45932971942676,457632,0.7046317321342939,6152,0,0,0,0,202,0,2,256,3,60.01522438261469,75,0,370.96075360193936,555,111,299,69,60.04408594537831"
