value
"2019:10:07:17:18:01,461,107602,20.003074183239825,19.430885669258622,17.6648120474596,0,0,250,1556088766,330,300,2400,0,0,6.861948735360784,22.73734981880407,130.06353995206882,131.141453705827,457632,0.1440501989555196,6152,0,0,0,0,202,0,2,0,0,60.004629991671536,0,1,318.1646261614842,0,111,275,0,60.09257949881314"
