value
"2019:01:04:02:29:01,171;107605;202;300;1546550342;385681;22.5;314.1;128.8;129.3;0;0;0.14;0;0;2400;60.01;60.1;200;0;0;7;330;0;250;0;23.1;22.7;20.9;5278;111;0;302;1;0;0;32768;2;0"
