value
"2019:07:19:08:26:02,600,107601,34.04773033433449,33.56612042012276,30.231960588949732,0,0,250,1547857389,330,300,2400,0,52,6.9864831053964735,22.99949050769137,131.17873378984223,132.00769181401702,394873,0.13977560744395306,5355,6011,0,2,32768,202,0,2,0,0,59.95531510594891,0,1,318.4269151601751,0,107,346,0,59.93996469512567"
