value
"2019:06:24:14:57:00,799,107601,29.597737458301708,31.164682247434392,24.301663513654056,138,0,557,1556088767,326,300,2400,165,699,6.799215422724956,123.28382452163642,129.40454872553673,130.50743640462753,457632,0.8065988362203643,6152,0,0,1024,32768,202,0,2,256,5,59.97224911719931,79,0,368.4767858383799,560,107,214,226,59.89039314936586"
