value
"2019:01:03:11:24:00,453;107605;202;300;1546496039;384909;22;295;125.9;126.1;0;0;0.12;0;0;2400;60.02;59.93;178;0;0;7;330;0;250;0;37.3;37.1;34.3;5278;111;0;302;1;4096;0;32768;2;0"
