value
"2019:06:08:23:50:00,549,107604,21.38917049071806,21.45973185137518,16.59724419343638,109,0,346,1556088710,330,300,2400,0,0,9.196097732922643,59.77729358534852,132.7116679565428,133.0772389499718,457632,0.16131053160424927,6152,0,0,2,0,202,0,2,0,0,59.98574531815029,48,1,376.1206833454911,409,107,295,0,60.078220092135886"
