value
"2019:03:07:06:29:00,906,107601,28.081200736849134,28.708662490245477,27.559202097923844,0,0,486,1556088753,330,300,2400,0,0,6.994911625977693,22.507326785461192,129.0783484073967,130.79020614961993,457632,0.1322173095818289,6152,0,0,0,0,202,0,2,256,0,60.00762490356166,0,1,317.46253284479315,0,111,325,0,60.029063210315"
