value
"2019:03:05:08:16:00,156,107601,26.08312959267496,26.713239372734098,26.77396589298296,0,0,250,1556088719,330,300,2400,0,0,6.967244266599664,22.77366443060455,129.21065709748507,130.54057308185511,457632,0.12275663871885625,6152,5997,0,0,32768,202,0,2,0,0,60.00097381319502,2,1,314.5968878704589,0,111,229,0,60.097347692506446"
