value
"2019:08:16:21:13:01,332,107603,26.433176536780227,26.90362159037031,23.25229743998789,180,0,250,1551347369,330,300,2400,217,161,6.759300250369051,154.10197630921903,129.20183593421243,131.12625545110203,422216,1.6731956278510915,5726,5997,0,0,32768,202,0,2,0,9,60.02262281145668,104,0,367.6933570663459,450,107,238,165,60.09658924095173"
"2019:11:29:05:49:00,733,107603,16.49292782885404,16.82848069009354,14.105155794118435,0,0,250,1556088699,330,300,2400,0,0,6.987008637168401,22.856088930985425,129.92376601825237,131.65773231606727,457632,0.15189677914633648,6152,0,0,2,0,202,0,2,0,0,59.96170818189128,0,1,312.73683418236,0,107,229,0,59.88116654710082"
"2019:08:14:20:28:00,750,107603,27.31952662460826,26.552424133813474,26.593547245995435,91,0,485,1556088743,330,300,2400,52,86,6.991115661083313,78.82123487105417,127.74813612942235,128.01675122134083,457632,0.1623542998400808,6152,6011,0,0,0,202,0,2,256,4,59.948333383817136,49,0,318.8293943445839,0,111,356,0,59.887541207147095"
"2019:12:14:02:56:00,530,107603,31.01135343559872,31.04169441601116,29.477611230823094,0,0,250,1556088770,330,300,2400,0,0,6.810994277753707,22.864076211853536,130.3990039226497,131.72778712532454,457632,0.13596226580517395,6152,0,0,0,32768,202,0,2,0,0,59.99571629995364,0,1,317.50584580741344,0,111,262,0,60.099483645102595"
"2019:06:03:22:55:00,241,107603,16.382139850664334,16.29500556942211,14.44099429021694,0,0,250,1556088751,330,300,2400,0,0,6.750487733033879,23.084680890704476,131.07373732634878,132.6973243534754,457632,0.5185536597124883,6152,6002,0,2,0,202,0,2,0,1,59.9173204597399,0,1,318.98016656777327,0,107,211,0,59.92405775927371"
"2019:03:27:15:44:00,906,107603,20.11640121826049,19.663768694903773,16.38846618864702,133,0,250,1556088736,330,300,2400,98,91,9.192069586233556,116.78079742885747,129.20372134735806,130.2424367378153,457632,0.5650238475449441,6152,0,0,0,32768,202,0,2,256,4,59.97163185841382,76,1,368.81417373242294,406,111,278,113,59.919742964136205"
"2019:02:25:12:01:02,562,107603,16.437661234707384,16.225003562844222,14.189276033225054,70,0,582,1556088771,330,300,2400,0,0,6.876368904919218,22.590558960939234,128.19195918548212,129.7645698837132,457632,0.5100571836586459,6152,5997,0,0,0,202,0,2,0,0,59.99357007006358,0,8,313.93860645309394,0,111,290,0,59.915331228783174"
"2019:02:24:22:52:00,093,107603,25.778492410209584,25.806325433974415,21.381195190241122,0,0,250,1555517913,330,300,2400,0,0,6.839725592639297,22.635332959878,128.70672153415944,130.04120246641907,455971,0.132920960765332,6057,6000,0,0,0,202,0,2,256,0,59.94988625580619,0,1,313.98766144170406,117,111,234,0,59.87678341236653"
"2019:08:09:12:12:01,055,107603,22.557082236780843,22.89305340410574,20.43161833651102,246,0,250,1556088785,330,300,2400,1009,787,6.882587476731715,202.16075309980658,130.0901235786645,132.64061490840393,457632,3.973503037016199,6152,0,4096,0,0,202,0,2,256,9,59.99611558186523,142,0,346.64537614073197,483,111,160,419,59.9102525221539"
"2019:03:16:04:39:01,359,107603,18.505477783954667,18.371638684501203,16.013088938233388,116,0,420,1556060813,330,300,2400,12,90,9.199603619132976,104.69172774229227,129.6834607651137,130.42010393644378,457620,0.15956944395613393,6151,6013,0,0,32768,202,0,2,256,4,59.99414505271962,73,8,365.534804184259,416,111,297,28,60.08633867407799"
"2019:08:09:20:41:00,352,107603,36.12822420151497,36.83917138809047,31.56164487545757,176,0,589,1556088751,330,300,2400,1141,594,6.9539787785106455,148.64504009526425,130.56433341238298,132.062159060339,457632,1.4286547085881467,6152,6002,0,0,0,202,0,2,256,3,59.92524678659537,100,0,370.53117719378497,496,111,214,315,60.02565076035178"
"2019:02:10:16:09:00,031,107603,22.318120697600172,22.552909929535602,20.381673086714724,0,0,540,1555933861,330,300,2400,0,0,6.761360224236341,22.547579095110997,129.44556186076443,130.02151410901934,457621,0.14936025057759256,6144,0,0,2,0,202,0,2,0,0,59.89783101797679,0,1,316.24390886843537,0,111,323,0,59.860463368416085"
"2019:05:21:03:26:01,143,107603,25.14944878302267,24.749269598556566,21.522187332342583,94,0,580,1556088745,330,300,2400,0,0,9.197235509714373,68.44854907629778,131.1256844389398,131.36025078907116,457632,0.5801523891593388,6152,0,0,2,32768,202,0,2,0,3,59.9930985110809,38,1,369.3489198457435,0,107,251,0,59.9210998490781"
