value
"2019:02:24:23:45:01,000,107604,23.40839939872021,23.799862805863814,19.938840026792604,121,0,539,1556088711,330,300,2400,12,218,9.199877912195952,111.54230123544839,129.6071057895286,130.38695675796407,457632,0.5402454989938997,6152,302,0,0,0,202,0,2,256,4,59.96920801355658,79,1,366.4544639801592,423,111,287,103,60.04381169114575"
"2019:11:20:05:41:00,779,107604,15.956221739360426,15.627718440752453,14.138886619817555,129,0,250,1556088694,330,300,2400,43,153,6.896976069253469,116.45434027956799,131.0321438940009,131.72042116399533,457632,0.5433361377436086,6152,0,0,2,32768,202,0,2,0,4,59.96938144268384,79,0,372.49229805135985,546,107,295,142,59.922273853327354"
"2019:11:18:21:37:01,179,107604,26.059352545432194,24.440160197255317,24.39120799885495,0,0,250,1556088712,330,300,2400,0,0,6.931530947549618,22.41353243260819,128.15960585430585,129.47189529413663,457632,0.13977578854226522,6152,0,0,0,0,202,0,2,0,0,59.97851606880817,0,1,313.23213526448416,0,107,334,0,60.08746581052168"
"2019:09:28:13:57:00,127,107604,21.3423927688229,20.716733657477743,18.122046536669224,95,0,612,1556088783,330,300,2400,307,7,6.7672264726425055,93.94995061748486,130.27717065925827,130.36319132703866,457632,0.5172991158399964,6152,0,0,0,32768,202,0,2,256,4,59.96742322294278,58,0,367.262927465963,510,111,214,0,59.83325174584604"
"2019:05:30:17:25:00,490,107604,21.320841298220877,20.656269574442014,18.857990977843837,0,0,250,1556088785,330,300,2400,0,0,6.94164400732916,22.601418931476655,129.76876418942118,131.36474516809977,457632,0.15017798317203418,6152,0,0,0,0,202,0,2,0,0,59.95721679725004,0,1,319.176306949072,0,111,214,0,59.961907581451165"
"2019:03:27:21:32:00,218,107604,21.450386035348856,21.589393869458583,19.37231139375326,0,0,492,1556088785,330,300,2400,0,10,6.799397765105823,22.713798786560073,129.8401476524159,130.7707497639698,457632,0.13430265560433327,6152,6002,0,2,0,202,0,2,0,0,59.99076151164896,0,1,315.9923059378307,0,107,270,0,60.07610276932479"
"2019:11:22:11:19:01,805,107604,34.3381907811985,34.01915609490243,30.773310569366732,102,0,250,1552901193,330,300,2400,0,22,6.896949383459287,89.04910573171802,129.17483378269827,130.51063471586093,430357,0.1398637953002981,5942,0,0,0,0,202,0,2,0,0,59.999783523655495,62,1,314.66448868914813,0,107,240,0,60.08888462566247"
"2019:06:30:17:22:00,938,107604,21.78186175214869,21.910679769048873,18.98052784345964,127,0,513,1556088760,330,300,2400,35,0,6.9804685234903445,110.13372060602123,129.7508783105004,130.4331530337353,457632,0.6773219495458762,6152,6011,0,0,0,202,0,2,256,1,59.98477584369154,73,0,367.55609477219843,541,111,178,27,60.069470286869326"
"2019:04:18:22:49:00,355,107604,24.447174799760248,24.495668774169463,22.006768268455925,109,0,610,1555537031,330,300,2400,12,25,6.788818439727038,101.81214003809146,129.30222596916065,131.39798534222064,456055,0.5549660373316148,6057,6013,0,2,32768,202,0,2,256,3,59.9809992417883,69,0,367.9430002935958,557,107,318,67,59.915091602297835"
"2019:11:04:07:14:55,466,107604,30.84493833125598,32.206676558969775,30.268233106251863,0,0,250,1556088784,330,300,2400,0,0,6.905537391341568,22.540566316038166,128.82060013360316,130.06556461814836,457632,0.1376226187579232,6152,0,0,0,32768,202,0,2,0,0,60.01964990384935,0,1,315.0820071811373,0,111,303,0,59.93307819245216"
"2019:11:29:06:49:01,097,107604,25.287134483856793,25.689101700314495,22.727765217356502,0,0,250,1551874841,330,300,2400,0,0,6.935997894268439,22.46572136243085,128.08867458456953,130.06175706094945,422559,0.13744611301232,5802,0,0,2,0,202,0,2,0,0,60.00698864163467,0,1,312.6254729681048,0,107,252,0,60.062518369661554"
"2019:03:30:20:19:00,203,107604,20.34026262905809,20.111569579630125,18.823281959217276,0,0,250,1555738339,330,300,2400,0,0,6.9340216883101675,22.67693264072077,130.0818448928534,131.36559257957998,457601,0.13457221506127098,6135,0,0,0,0,202,0,2,0,0,59.99614727982123,38,1,316.91413603372564,0,111,310,0,60.09016988440897"
"2019:06:09:20:58:01,067,107604,18.24772855883639,17.890767768657177,15.413619624716615,0,0,415,1556088764,330,300,2400,0,0,6.959485614868754,23.058115999784057,131.9425518901524,133.24799746883656,457632,0.16655740905334823,6152,6002,0,0,0,202,0,2,0,0,59.986908727239204,0,1,362.7326309501426,0,111,211,0,59.89252893318266"
