value
"2019:10:12:10:39:00,649,107604,22.210132375681862,21.792366107407727,18.62322810845071,109,0,626,1556088720,330,300,2400,158,123,9.199848968863515,100.37889163072832,130.54294647918724,130.97842988825067,457632,0.5575559707880894,6152,6000,0,8,0,202,0,2,256,3,60.001127274436584,67,8,368.14639111515424,0,12,243,12,59.93053261876011"
"2019:08:28:19:09:00,794,107604,20.21402099197221,20.29484665971413,18.737285611702646,0,0,250,1556088734,326,300,2400,0,0,6.750993325344098,22.47899725953757,126.72944470627571,127.64098815408147,457632,0.13391745407767303,6152,0,0,0,32768,202,0,2,0,0,59.973098845837086,0,1,309.41994063677066,0,111,353,0,59.91418932837907"
"2019:07:16:11:08:00,446,107604,37.21788438596996,37.65706460599904,32.86313873605832,99,0,250,1556088785,330,300,2400,0,0,6.78539888737032,91.58875609333917,129.28318579337645,130.4619169852129,457632,0.13307879832611436,6152,0,0,2,32768,202,0,2,0,4,60.024095066952725,58,1,316.208838060838,0,107,200,0,60.1100515062279"
"2019:04:18:15:56:00,489,107604,22.411089083582553,21.940828535402396,19.136400606581446,0,0,641,1555109650,330,300,2400,0,0,7.100582123923085,51.45628014099202,131.8084799993958,133.58078013361373,456113,0.5262629246056895,6049,6013,0,2,0,202,0,2,256,3,59.95039211917498,35,1,371.99845609457844,397,107,326,0,59.97238066185258"
"2019:05:08:03:59:00,052,107604,19.310682398733526,19.109847985694753,15.21577867331489,114,0,628,1556088766,330,300,2400,130,0,6.845823959749396,90.71366662123911,130.73464690867405,132.0837699461161,457632,0.5619334928989702,6152,6002,0,0,0,202,0,2,256,4,59.99274853768598,62,0,373.6828849941288,527,111,257,73,59.89593768854748"
"2019:07:26:15:13:00,797,107604,17.437777810554394,17.265452946698407,15.648310849605377,0,0,250,1556088750,330,300,2400,0,0,6.781483153867157,23.278833005818885,131.78710250098666,132.61102461944682,457632,0.15005543599050725,6152,0,0,0,32768,202,0,2,0,0,59.99349092057484,0,1,320.64939476952713,0,111,373,0,60.09144066243593"
"2019:08:16:15:58:00,231,107604,36.82565668789903,36.864090114391,34.501396136914266,0,0,250,1555068565,330,300,2400,0,0,6.797390243940754,22.402749960755315,127.9493612599268,130.39364095534694,453483,0.13849865297135694,6049,6013,0,0,32768,202,0,2,0,0,59.99536290512165,0,1,314.8438913340739,0,111,274,0,59.95557172835186"
"2019:10:23:11:58:00,523,107604,22.441817243773766,22.44434840083013,21.09635306279597,0,0,250,1556088730,330,300,2400,0,0,6.894801212922175,22.891168229253527,128.29724771229814,130.06932209327204,457632,0.13617027110456548,6152,0,0,2,0,202,0,2,0,0,59.98274381308117,0,1,313.3283286025846,0,111,297,0,59.92781382549001"
"2019:07:26:05:24:00,350,107604,20.589223947122083,20.98059707763332,17.397918776177992,89,0,568,1556088688,330,300,2400,0,70,9.198382940906885,76.25415973256604,127.85351722258348,128.24892441637766,457632,0.5993878922262229,6152,0,0,2,0,202,0,2,256,0,59.99951524555654,55,0,363.3673167960675,0,111,282,0,60.10867324463659"
"2019:03:11:07:40:00,406,107604,25.78251748943585,24.492164895773023,23.28936348690768,0,0,250,1556088785,330,300,2400,0,0,6.750590918483795,22.899357899316236,131.12364224122138,132.08301813965227,457632,0.12251552811884722,6152,0,0,0,0,202,0,2,0,0,59.99725788654891,0,1,318.77668382607374,0,111,194,0,60.05555648976493"
