value
"2019:01:02:14:02:02,156;107605;202;300;1546419115;384816;22.6;313.1;128.3;128.6;0;0;0.14;0;0;2400;59.99;59.91;268;0;0;7;330;0;250;0;38.3;38.3;34.6;5275;107;2;0;1;0;0;32768;2;0"
