value
"2019:01:16:21:08:03,312;107605;202;300;1547654319;392671;22.6;316.1;130.1;131.4;0;0;0.14;0;0;2400;59.98;59.89;189;0;0;7;330;0;250;0;23.5;23.3;21.6;5304;107;2;6000;1;0;0;0;2;0"
