value
"2019:01:02:11:05:01,484;107605;202;300;1546408495;384773;22.5;311.8;127.7;128.2;0;0;0.14;0;0;2400;59.99;59.9;268;0;0;7;330;0;250;0;35.6;35.4;33.2;5275;107;2;0;1;0;0;32768;2;0"
