value
"2019:01:17:13:27:00,953;107605;202;300;1547713063;392623;22.3;309.5;127;128.3;0;0;0.13;0;0;2400;60.02;60.1;310;0;0;7;330;0;250;0;42.2;42.3;37.2;5306;111;0;6000;1;0;0;0;2;0"
