value
"2019:01:03:08:26:00,328;107605;202;300;1546485358;384824;22.4;311.8;127.7;128.2;0;0;0.14;0;0;2400;60;59.91;178;0;0;7;330;0;250;0;28.1;28;26.6;5276;111;0;0;1;0;0;32768;2;0"
