value
"2019:01:16:22:36:00,890;107605;202;300;1547659600;392669;49.3;317.8;130.6;131.7;0;28;0.16;0;0;2400;59.97;59.88;215;49;1;7;330;0;250;0;23.1;22.9;20.7;5304;107;2;6000;1;0;0;0;2;0"
