value
"2019:01:03:21:15:01,437;107605;202;300;1546531501;385531;22.9;315.8;129.7;129.8;0;0;0.14;0;0;2400;60.04;60.12;302;0;0;7;330;0;250;0;23.4;23.3;20.6;5278;111;0;302;1;0;0;32768;2;0"
