value
"2019:01:17:11:56:00,453;107605;202;300;1547707602;392631;22.4;310.9;127.4;128.9;0;0;0.13;0;0;2400;60.02;60.1;310;0;0;7;330;0;250;0;40.2;40.6;37.1;5306;111;0;6000;1;0;0;0;2;0"
