value
"2019:05:11:23:54:01,109,107601,16.05627457682335,15.720759363132412,14.143393608065006,0,0,250,1556088720,330,300,2400,0,0,6.83322555423365,22.851081868803156,129.95839934585675,131.1199975585696,457632,0.5235624105358148,6152,0,0,2,32768,202,0,2,0,2,59.98244816013524,0,1,317.80178995946187,0,111,325,0,59.88282406566029"
