value
"2019:01:03:03:40:00,500;107605;202;300;1546468197;384848;22.7;315.5;129.7;130.3;0;0;0.14;0;0;2400;60.05;59.96;178;0;0;7;330;0;250;0;25.7;25.3;23.8;5275;107;2;0;1;0;0;32768;2;0"
