value
"2019:01:02:13:39:00,218;107605;202;300;1546417734;384817;22.6;314;128.8;129.1;0;0;0.14;0;0;2400;59.99;60.07;268;0;0;7;330;0;250;0;37.2;37;33.4;5275;107;2;0;1;0;0;32768;2;0"
