value
"2019:01:02:15:14:01,000;107605;202;300;1546423434;384810;22.5;312.7;127.9;128.4;0;0;0.14;0;0;2400;59.98;60.07;268;0;0;7;330;0;250;0;38.6;38.6;35.4;5275;107;2;0;1;0;0;32768;2;0"
