value
"2019:09:08:23:08:01,273,107603,22.385952489585176,22.251014114322242,19.115331297173363,114,0,560,1552814327,330,300,2400,111,203,6.8064678127084335,101.79051040199992,130.04351691096673,131.3638529945558,430466,0.5542624883542886,5943,0,0,0,0,202,0,2,256,3,59.98701374125115,69,0,370.927203349171,443,111,326,115,59.85478169210401"
