value
"2019:01:03:22:01:00,140;107605;202;300;1546534260;385644;98.8;369;130.1;130.4;0;67;0.55;44;50;2400;60.02;60.1;195;115;3;7;330;471;581;37;24.5;24.3;20.5;5278;111;0;302;0;0;256;32768;2;0"
