value
"2019:01:17:06:45:01,156;107605;202;300;1547688942;392657;22.5;316.2;129.7;131.1;0;0;0.14;0;0;2400;59.98;59.89;310;0;0;7;330;0;250;0;22.4;22.1;20.5;5306;111;0;6000;1;0;0;0;2;0"
